,model,problem,level,Average accuracy,Failure,difference,weighted_accuracy,weighted_failed,lvl_correctness,is_close
3,Claude Instant,bspResults,4,0.7,0.0,5,0.050909090909090904,0.0,"[True, True, True, True, True, True, False, True, False, False]",True
4,Claude Instant,bspResults,5,0.5,0.0,5,0.045454545454545456,0.0,"[False, False, False, True, True, True, False, False, True, True]",True
5,Claude Instant,bspResults,6,0.6,0.0,5,0.06545454545454545,0.0,"[False, True, True, True, True, False, False, False, True, True]",True
6,Claude Instant,bspResults,7,0.7,0.0,5,0.08909090909090908,0.0,"[True, True, False, True, True, True, True, True, False, False]",True
7,Claude Instant,bspResults,8,0.9,0.0,5,0.13090909090909092,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
8,Claude Instant,bspResults,9,0.6,0.0,5,0.09818181818181818,0.0,"[False, True, False, True, False, True, False, True, True, True]",True
9,Claude Instant,bspResults,10,0.3,0.0,5,0.05454545454545454,0.0,"[False, False, False, False, True, False, True, True, False, False]",True
0,Claude 2,bspResults,6,0.8,0.0,-5,0.12000000000000002,0.0,"[True, True, False, True, True, True, True, True, True, False]",True
1,Claude 2,bspResults,7,0.8,0.1,-5,0.14,0.02,"[True, True, True, True, True, False, 'failed', True, True, True]",True
2,Claude 2,bspResults,8,0.6,0.0,-5,0.12,0.0,"[True, False, False, False, True, False, True, True, True, True]",True
3,Claude 2,bspResults,9,0.8,0.1,-5,0.18,0.02,"[True, True, True, False, True, True, True, 'failed', True, True]",True
4,Claude 2,bspResults,10,0.5,0.1,-5,0.125,0.02,"[True, True, True, True, True, False, 'failed', False, False, False]",True
0,Claude Instant,bspResults,4,0.8,0.0,-3,0.0653061224489796,0.0,"[True, True, True, True, True, True, True, False, True, False]",True
1,Claude Instant,bspResults,5,0.9,0.0,-3,0.09183673469387756,0.0,"[False, True, True, True, True, True, True, True, True, True]",True
2,Claude Instant,bspResults,6,0.9,0.0,-3,0.11020408163265306,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
3,Claude Instant,bspResults,7,0.8,0.0,-3,0.1142857142857143,0.0,"[False, True, False, True, True, True, True, True, True, True]",True
4,Claude Instant,bspResults,8,0.7,0.0,-3,0.11428571428571428,0.0,"[True, True, False, False, True, True, True, True, False, True]",True
5,Claude Instant,bspResults,9,0.6,0.0,-3,0.11020408163265305,0.0,"[True, True, True, False, True, False, False, True, True, False]",True
6,Claude Instant,bspResults,10,0.8,0.1,-3,0.16326530612244897,0.014285714285714287,"[True, True, True, True, 'failed', False, True, True, True, True]",True
0,GPT 4 Turbo,bspResults,1,1.0,0.0,3,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,bspResults,2,1.0,0.0,3,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,bspResults,3,1.0,0.0,3,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,GPT 4 Turbo,bspResults,4,0.9,0.0,3,0.06545454545454546,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
4,GPT 4 Turbo,bspResults,5,1.0,0.0,3,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 4 Turbo,bspResults,6,1.0,0.0,3,0.10909090909090909,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
6,GPT 4 Turbo,bspResults,7,1.0,0.0,3,0.12727272727272726,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,GPT 4 Turbo,bspResults,8,1.0,0.0,3,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 4 Turbo,bspResults,9,1.0,0.0,3,0.16363636363636364,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
9,GPT 4 Turbo,bspResults,10,1.0,0.0,3,0.18181818181818182,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
0,PaLM 2,bspResults,1,1.0,0.0,3,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,PaLM 2,bspResults,2,0.9,0.0,3,0.03272727272727273,0.0,"[False, True, True, True, True, True, True, True, True, True]",True
2,PaLM 2,bspResults,3,0.5,0.1,3,0.02727272727272727,0.01,"[True, True, True, True, False, 'failed', False, False, False, True]",True
3,PaLM 2,bspResults,4,0.6,0.0,3,0.04363636363636363,0.0,"[True, False, True, False, True, False, True, True, False, True]",True
4,PaLM 2,bspResults,5,1.0,0.0,3,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,PaLM 2,bspResults,6,0.9,0.0,3,0.09818181818181819,0.0,"[True, True, True, True, True, True, True, True, True, False]",True
6,PaLM 2,bspResults,7,0.2,0.1,3,0.025454545454545455,0.01,"[True, False, 'failed', False, False, False, False, False, False, True]",True
7,PaLM 2,bspResults,8,0.0,0.1,3,0.0,0.01,"[False, False, 'failed', False, False, False, False, False, False, False]",True
8,PaLM 2,bspResults,9,0.6,0.0,3,0.09818181818181818,0.0,"[False, True, False, False, False, True, True, True, True, True]",True
9,PaLM 2,bspResults,10,0.3,0.0,3,0.05454545454545454,0.0,"[True, False, False, False, False, True, False, False, False, True]",True
0,GPT 3.5 Turbo,bspResults,4,1.0,0.0,-3,0.08163265306122448,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 3.5 Turbo,bspResults,5,1.0,0.0,-3,0.10204081632653061,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 3.5 Turbo,bspResults,6,0.5,0.2,-3,0.061224489795918366,0.028571428571428574,"[True, True, True, False, 'failed', True, False, True, 'failed', False]",True
3,GPT 3.5 Turbo,bspResults,7,0.9,0.0,-3,0.12857142857142856,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
4,GPT 3.5 Turbo,bspResults,8,0.9,0.0,-3,0.1469387755102041,0.0,"[False, True, True, True, True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,9,0.8,0.1,-3,0.1469387755102041,0.014285714285714287,"[True, True, True, True, True, False, True, True, True, 'failed']",True
6,GPT 3.5 Turbo,bspResults,10,0.8,0.1,-3,0.16326530612244897,0.014285714285714287,"[True, True, True, True, False, True, True, 'failed', True, True]",True
0,Claude 2,bspResults,1,1.0,0.0,1,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,2,1.0,0.0,1,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude 2,bspResults,3,0.9,0.0,1,0.049090909090909095,0.0,"[True, True, True, True, True, True, True, True, True, False]",True
3,Claude 2,bspResults,4,0.8,0.1,1,0.05818181818181818,0.01,"['failed', True, True, True, True, True, True, True, False, True]",True
4,Claude 2,bspResults,5,0.7,0.1,1,0.06363636363636363,0.01,"[True, False, True, True, 'failed', False, True, True, True, True]",True
5,Claude 2,bspResults,6,0.6,0.0,1,0.06545454545454545,0.0,"[False, True, False, False, True, True, True, False, True, True]",True
6,Claude 2,bspResults,7,1.0,0.0,1,0.12727272727272726,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
7,Claude 2,bspResults,8,0.4,0.0,1,0.05818181818181818,0.0,"[False, False, False, True, False, False, False, True, True, True]",True
8,Claude 2,bspResults,9,0.3,0.2,1,0.04909090909090909,0.02,"[False, 'failed', True, False, True, False, True, False, 'failed', False]",True
9,Claude 2,bspResults,10,0.3,0.0,1,0.05454545454545454,0.0,"[False, False, True, False, True, False, False, False, False, True]",True
0,GPT 3.5 Turbo,bspResults,1,1.0,0.0,0,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 3.5 Turbo,bspResults,2,0.9,0.0,0,0.03272727272727273,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
2,GPT 3.5 Turbo,bspResults,3,0.7,0.1,0,0.03818181818181818,0.01,"[True, True, False, 'failed', True, True, True, True, False, True]",True
3,GPT 3.5 Turbo,bspResults,4,0.9,0.0,0,0.06545454545454546,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
4,GPT 3.5 Turbo,bspResults,5,1.0,0.0,0,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,6,0.9,0.0,0,0.09818181818181819,0.0,"[True, True, True, False, True, True, True, True, True, True]",True
6,GPT 3.5 Turbo,bspResults,7,0.9,0.0,0,0.11454545454545455,0.0,"[True, True, False, True, True, True, True, True, True, True]",True
7,GPT 3.5 Turbo,bspResults,8,1.0,0.0,0,0.14545454545454545,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
8,GPT 3.5 Turbo,bspResults,9,0.7,0.0,0,0.11454545454545455,0.0,"[True, False, True, True, True, True, True, True, False, False]",True
9,GPT 3.5 Turbo,bspResults,10,0.7,0.1,0,0.12727272727272726,0.01,"['failed', False, True, True, False, True, True, True, True, True]",True
0,Claude 2,bspResults,3,1.0,0.0,-2,0.057692307692307696,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,4,0.9,0.0,-2,0.06923076923076923,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
2,Claude 2,bspResults,5,0.8,0.2,-2,0.07692307692307693,0.025,"[True, 'failed', True, True, True, True, True, True, True, 'failed']",True
3,Claude 2,bspResults,6,0.9,0.0,-2,0.10384615384615385,0.0,"[True, True, True, False, True, True, True, True, True, True]",True
4,Claude 2,bspResults,7,0.9,0.0,-2,0.12115384615384615,0.0,"[True, True, True, True, True, False, True, True, True, True]",True
5,Claude 2,bspResults,8,0.2,0.2,-2,0.03076923076923077,0.025,"[False, False, False, False, 'failed', False, 'failed', True, False, True]",True
6,Claude 2,bspResults,9,0.8,0.2,-2,0.13846153846153847,0.025,"[True, True, 'failed', True, True, 'failed', True, True, True, True]",True
7,Claude 2,bspResults,10,0.9,0.0,-2,0.17307692307692307,0.0,"[True, False, True, True, True, True, True, True, True, True]",True
0,Claude Instant,bspResults,1,1.0,0.0,2,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude Instant,bspResults,2,0.8,0.0,2,0.02909090909090909,0.0,"[True, True, True, True, True, True, False, False, True, True]",True
2,Claude Instant,bspResults,3,0.9,0.0,2,0.049090909090909095,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
3,Claude Instant,bspResults,4,1.0,0.0,2,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,Claude Instant,bspResults,5,0.6,0.0,2,0.05454545454545454,0.0,"[False, False, True, True, True, True, True, True, False, False]",True
5,Claude Instant,bspResults,6,0.3,0.0,2,0.03272727272727272,0.0,"[True, False, True, True, False, False, False, False, False, False]",True
6,Claude Instant,bspResults,7,0.8,0.0,2,0.10181818181818182,0.0,"[False, True, True, True, True, True, False, True, True, True]",True
7,Claude Instant,bspResults,8,0.5,0.0,2,0.07272727272727272,0.0,"[False, False, True, True, True, False, False, True, False, True]",True
8,Claude Instant,bspResults,9,0.4,0.0,2,0.06545454545454546,0.0,"[False, False, False, True, True, False, False, True, True, False]",True
9,Claude Instant,bspResults,10,0.5,0.0,2,0.09090909090909091,0.0,"[True, True, True, False, True, False, False, False, True, False]",True
0,Claude Instant,bspResults,1,1.0,0.0,3,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude Instant,bspResults,2,0.9,0.0,3,0.03272727272727273,0.0,"[True, True, True, True, True, True, True, False, True, True]",True
2,Claude Instant,bspResults,3,0.9,0.0,3,0.049090909090909095,0.0,"[True, True, True, True, True, True, True, True, True, False]",True
3,Claude Instant,bspResults,4,0.8,0.0,3,0.05818181818181818,0.0,"[False, True, True, True, True, True, True, True, False, True]",True
4,Claude Instant,bspResults,5,0.2,0.0,3,0.01818181818181818,0.0,"[True, False, False, False, False, False, True, False, False, False]",True
5,Claude Instant,bspResults,6,0.9,0.0,3,0.09818181818181819,0.0,"[True, True, True, True, True, True, True, False, True, True]",True
6,Claude Instant,bspResults,7,0.7,0.0,3,0.08909090909090908,0.0,"[False, False, True, True, True, False, True, True, True, True]",True
7,Claude Instant,bspResults,8,0.3,0.1,3,0.04363636363636363,0.01,"[False, True, False, False, False, True, False, 'failed', True, False]",True
8,Claude Instant,bspResults,9,0.5,0.0,3,0.08181818181818182,0.0,"[False, True, False, True, False, False, False, True, True, True]",True
9,Claude Instant,bspResults,10,0.6,0.0,3,0.10909090909090909,0.0,"[False, False, True, True, True, False, False, True, True, True]",True
0,GPT 3.5 Turbo,bspResults,1,1.0,0.0,1,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 3.5 Turbo,bspResults,2,0.6,0.0,1,0.021818181818181816,0.0,"[True, True, True, False, True, False, True, False, False, True]",True
2,GPT 3.5 Turbo,bspResults,3,0.9,0.0,1,0.049090909090909095,0.0,"[True, True, True, True, True, True, False, True, True, True]",True
3,GPT 3.5 Turbo,bspResults,4,1.0,0.0,1,0.07272727272727272,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 3.5 Turbo,bspResults,5,1.0,0.0,1,0.09090909090909091,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,6,0.9,0.1,1,0.09818181818181819,0.01,"[True, True, True, True, 'failed', True, True, True, True, True]",True
6,GPT 3.5 Turbo,bspResults,7,0.8,0.1,1,0.10181818181818182,0.01,"[True, True, True, True, True, True, True, False, True, 'failed']",True
7,GPT 3.5 Turbo,bspResults,8,0.9,0.0,1,0.13090909090909092,0.0,"[True, True, True, True, True, True, True, False, True, True]",True
8,GPT 3.5 Turbo,bspResults,9,0.8,0.0,1,0.13090909090909092,0.0,"[False, True, True, True, True, True, True, True, True, False]",True
9,GPT 3.5 Turbo,bspResults,10,0.9,0.0,1,0.16363636363636364,0.0,"[False, True, True, True, True, True, True, True, True, True]",True
0,Claude 2,bspResults,4,1.0,0.0,-3,0.08163265306122448,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,5,1.0,0.0,-3,0.10204081632653061,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude 2,bspResults,6,0.5,0.2,-3,0.061224489795918366,0.028571428571428574,"[False, True, False, False, True, 'failed', True, True, 'failed', True]",True
3,Claude 2,bspResults,7,0.7,0.0,-3,0.09999999999999999,0.0,"[True, True, False, True, True, False, True, True, False, True]",True
4,Claude 2,bspResults,8,0.7,0.0,-3,0.11428571428571428,0.0,"[False, True, False, True, False, True, True, True, True, True]",True
5,Claude 2,bspResults,9,0.5,0.0,-3,0.09183673469387756,0.0,"[False, True, False, True, True, False, False, False, True, True]",True
6,Claude 2,bspResults,10,0.7,0.2,-3,0.14285714285714285,0.028571428571428574,"['failed', False, True, True, True, True, 'failed', True, True, True]",True
0,Claude 2,bspResults,1,1.0,0.0,0,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,Claude 2,bspResults,2,1.0,0.0,0,0.03636363636363636,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,Claude 2,bspResults,3,1.0,0.0,0,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,Claude 2,bspResults,4,0.9,0.0,0,0.06545454545454546,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
4,Claude 2,bspResults,5,0.6,0.1,0,0.05454545454545454,0.01,"[False, True, False, 'failed', True, False, True, True, True, True]",True
5,Claude 2,bspResults,6,0.7,0.1,0,0.07636363636363636,0.01,"[True, True, False, True, True, False, True, 'failed', True, True]",True
6,Claude 2,bspResults,7,0.6,0.1,0,0.07636363636363637,0.01,"[False, True, False, True, True, False, True, True, True, 'failed']",True
7,Claude 2,bspResults,8,0.7,0.0,0,0.10181818181818181,0.0,"[True, False, True, True, True, False, True, True, False, True]",True
8,Claude 2,bspResults,9,0.7,0.1,0,0.11454545454545455,0.01,"[True, True, False, True, True, 'failed', False, True, True, True]",True
9,Claude 2,bspResults,10,0.4,0.2,0,0.07272727272727272,0.02,"['failed', False, True, True, True, 'failed', False, False, False, True]",True
0,GPT 3.5 Turbo,bspResults,3,1.0,0.0,-2,0.057692307692307696,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 3.5 Turbo,bspResults,4,1.0,0.0,-2,0.07692307692307693,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
2,GPT 3.5 Turbo,bspResults,5,0.8,0.1,-2,0.07692307692307693,0.0125,"[True, True, True, True, True, True, True, 'failed', True, False]",True
3,GPT 3.5 Turbo,bspResults,6,1.0,0.0,-2,0.11538461538461539,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
4,GPT 3.5 Turbo,bspResults,7,1.0,0.0,-2,0.1346153846153846,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
5,GPT 3.5 Turbo,bspResults,8,0.9,0.0,-2,0.13846153846153847,0.0,"[True, False, True, True, True, True, True, True, True, True]",True
6,GPT 3.5 Turbo,bspResults,9,0.9,0.1,-2,0.15576923076923077,0.0125,"[True, True, True, 'failed', True, True, True, True, True, True]",True
7,GPT 3.5 Turbo,bspResults,10,0.8,0.0,-2,0.15384615384615385,0.0,"[True, True, False, True, False, True, True, True, True, True]",True
0,PaLM 2,bspResults,1,1.0,0.0,2,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,PaLM 2,bspResults,2,0.9,0.0,2,0.03272727272727273,0.0,"[True, True, True, True, True, True, True, True, False, True]",True
2,PaLM 2,bspResults,3,1.0,0.0,2,0.05454545454545454,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
3,PaLM 2,bspResults,4,0.8,0.0,2,0.05818181818181818,0.0,"[False, True, True, False, True, True, True, True, True, True]",True
